Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
3902,Tomato,Yellowish,7.34,92.24,21.02,Severe Infection
3903,Tomato,Green,3.55,72.1,26.58,Mild Infection
3904,Pepper,Yellowish,1.06,40.83,30.79,Healthy
3905,Pepper,Dark Green,4.11,68.77,33.39,Mild Infection
3906,Potato,Green,2.54,91.85,19.82,Healthy
3907,Cucumber,Green,3.62,45.43,19.66,Healthy
3908,Pepper,Green,8.96,72.18,22.98,Mild Infection
3909,Potato,Green,8.63,78.48,31.57,Severe Infection
3910,Cucumber,Yellowish,2.96,49.49,30.5,Healthy
3911,Tomato,Green,2.6,85.03,39.64,Healthy
3912,Pepper,Dark Green,0.5,63.72,25.65,Healthy
3913,Cucumber,Green,2.27,78.06,28.07,Healthy
3914,Pepper,Green,3.59,53.91,30.71,Healthy
3915,Tomato,Yellowish,3.51,85.14,28.5,Mild Infection
3916,Cucumber,Dark Green,2.09,84.31,25.22,Healthy
3917,Tomato,Dark Green,8.41,65.67,28.61,Mild Infection
3918,Potato,Dark Green,8.24,60.95,35.78,Mild Infection
3919,Pepper,Green,9.33,65.25,24.67,Mild Infection
3920,Potato,Green,5.32,91.36,33.05,Mild Infection
3921,Potato,Yellowish,1.61,66.16,26.97,Healthy
3922,Cucumber,Dark Green,7.15,93.41,30.37,Severe Infection
3923,Tomato,Yellowish,6.13,62.97,20.56,Mild Infection
3924,Pepper,Yellowish,3.55,76.4,19.69,Mild Infection
3925,Cucumber,Yellowish,8.15,62.18,36.34,Mild Infection
3926,Tomato,Green,1.06,60.54,23.62,Healthy
3927,Cucumber,Green,2.78,69.24,29.83,Healthy
3928,Pepper,Yellowish,0.29,55.84,30.24,Healthy
3929,Cucumber,Dark Green,5.18,48.6,22.84,Healthy
3930,Potato,Yellowish,9.69,45.27,24.99,Healthy
3931,Pepper,Green,0.5,57.22,36.4,Healthy
3932,Cucumber,Yellowish,2.86,60.88,24.96,Healthy
3933,Potato,Dark Green,7.81,57.32,18.95,Healthy
3934,Pepper,Dark Green,8.33,85.35,21.22,Severe Infection
3935,Potato,Dark Green,7.68,53.04,20.37,Healthy
3936,Potato,Dark Green,5.14,86.43,28.65,Mild Infection
3937,Tomato,Dark Green,0.39,71.52,25.15,Healthy
3938,Pepper,Dark Green,9.66,40.35,39.52,Healthy
3939,Cucumber,Green,6.71,80.06,25.61,Severe Infection
3940,Potato,Yellowish,7.83,92.07,26.8,Severe Infection
3941,Pepper,Green,6.04,94.47,18.57,Severe Infection
3942,Pepper,Dark Green,9.39,77.84,20.65,Severe Infection
3943,Pepper,Dark Green,3.07,74.25,22.9,Mild Infection
3944,Cucumber,Yellowish,1.71,62.95,21.52,Healthy
3945,Cucumber,Yellowish,0.84,81.65,37.76,Healthy
3946,Potato,Dark Green,6.62,45.51,18.37,Healthy
3947,Cucumber,Dark Green,8.3,44.22,23.17,Healthy
3948,Potato,Green,2.8,56.75,23.82,Healthy
3949,Potato,Green,0.39,63.08,19.11,Healthy
3950,Tomato,Yellowish,5.83,61.61,18.63,Mild Infection
3951,Potato,Green,0.4,83.31,24.74,Healthy
3952,Cucumber,Green,0.62,71.14,18.14,Healthy
3953,Pepper,Yellowish,1.32,71.13,34.53,Healthy
3954,Pepper,Dark Green,4.1,50.69,20.05,Healthy
3955,Pepper,Green,2.59,52.2,24.99,Healthy
3956,Cucumber,Green,0.51,44.95,22.25,Healthy
3957,Pepper,Green,7.52,44.59,22.64,Healthy
3958,Tomato,Green,3.95,64.32,25.36,Mild Infection
3959,Potato,Yellowish,2.96,51.89,22.59,Healthy
3960,Pepper,Green,3.61,48.21,23.9,Healthy
3961,Potato,Dark Green,3.92,43.12,18.76,Healthy
3962,Pepper,Dark Green,2.6,50.64,32.11,Healthy
3963,Potato,Yellowish,4.11,56.35,23.06,Healthy
3964,Potato,Yellowish,5.46,83.48,21.1,Mild Infection
3965,Potato,Dark Green,5.35,42.49,32.44,Healthy
3966,Potato,Dark Green,0.3,41.92,39.77,Healthy
3967,Tomato,Dark Green,1.69,67.75,20.58,Healthy
3968,Pepper,Yellowish,2.89,71.78,37.05,Healthy
3969,Tomato,Dark Green,6.19,63.89,27.82,Mild Infection
3970,Cucumber,Green,0.24,67.54,32.19,Healthy
3971,Pepper,Yellowish,1.0,55.34,20.84,Healthy
3972,Pepper,Dark Green,4.71,68.8,23.58,Mild Infection
3973,Pepper,Green,7.91,75.87,35.18,Severe Infection
3974,Potato,Yellowish,6.74,46.93,39.54,Healthy
3975,Tomato,Yellowish,5.94,57.84,32.88,Healthy
3976,Potato,Green,4.29,77.54,30.66,Mild Infection
3977,Potato,Green,9.43,41.01,28.21,Healthy
3978,Tomato,Green,2.51,76.36,32.35,Healthy
3979,Potato,Green,0.45,73.33,36.69,Healthy
3980,Tomato,Dark Green,4.11,50.09,31.07,Healthy
3981,Tomato,Dark Green,2.59,40.75,19.8,Healthy
3982,Cucumber,Yellowish,5.48,74.73,27.38,Mild Infection
3983,Cucumber,Dark Green,9.65,56.28,32.6,Healthy
3984,Tomato,Yellowish,5.64,88.97,30.69,Mild Infection
3985,Cucumber,Green,6.01,43.82,19.98,Healthy
3986,Potato,Dark Green,1.43,90.45,26.94,Healthy
3987,Cucumber,Green,6.98,56.13,29.56,Healthy
3988,Cucumber,Green,6.14,56.93,36.43,Healthy
3989,Potato,Yellowish,0.82,53.95,34.64,Healthy
3990,Tomato,Green,0.16,74.85,31.06,Healthy
3991,Potato,Green,3.43,76.58,30.24,Mild Infection
3992,Cucumber,Yellowish,9.18,45.19,36.29,Healthy
3993,Potato,Green,7.29,45.69,26.84,Healthy
3994,Pepper,Dark Green,7.12,46.5,18.0,Healthy
3995,Tomato,Yellowish,8.15,48.15,20.03,Healthy
3996,Tomato,Yellowish,5.53,85.3,37.77,Mild Infection
3997,Pepper,Green,9.89,61.12,32.66,Mild Infection
3998,Pepper,Green,1.38,61.44,28.56,Healthy
3999,Cucumber,Yellowish,4.05,85.63,39.49,Mild Infection
4000,Potato,Dark Green,4.64,43.62,37.61,Healthy
4001,Pepper,Dark Green,4.89,66.21,25.0,Mild Infection
4002,Cucumber,Dark Green,3.65,72.58,33.28,Mild Infection
4003,Cucumber,Yellowish,5.73,76.66,20.63,Mild Infection
4004,Cucumber,Green,9.95,84.23,27.37,Severe Infection
4005,Pepper,Green,7.67,82.92,32.82,Severe Infection
4006,Cucumber,Yellowish,1.96,73.94,36.7,Healthy
4007,Cucumber,Dark Green,2.98,68.8,24.21,Healthy
4008,Tomato,Green,1.05,44.73,19.25,Healthy
4009,Cucumber,Yellowish,6.38,69.94,23.14,Mild Infection
4010,Pepper,Yellowish,6.89,42.29,28.96,Healthy
4011,Potato,Dark Green,9.77,75.91,21.39,Severe Infection
4012,Cucumber,Yellowish,0.75,47.46,37.66,Healthy
4013,Pepper,Green,7.7,94.81,33.41,Severe Infection
4014,Cucumber,Yellowish,7.32,91.79,29.65,Severe Infection
4015,Cucumber,Green,3.03,93.63,36.33,Mild Infection
4016,Cucumber,Dark Green,6.76,74.55,38.47,Mild Infection
4017,Potato,Yellowish,7.9,60.35,30.11,Mild Infection
4018,Potato,Yellowish,0.62,93.31,26.31,Healthy
4019,Pepper,Green,6.58,67.83,21.56,Mild Infection
4020,Tomato,Yellowish,4.01,64.85,25.8,Mild Infection
4021,Pepper,Dark Green,3.87,88.58,27.13,Mild Infection
4022,Pepper,Green,0.61,64.31,32.26,Healthy
4023,Pepper,Green,9.55,91.73,32.27,Severe Infection
4024,Tomato,Dark Green,5.82,66.26,31.24,Mild Infection
4025,Potato,Yellowish,3.92,58.59,20.79,Healthy
4026,Potato,Green,2.15,74.1,33.36,Healthy
4027,Pepper,Dark Green,1.16,60.0,20.17,Healthy
4028,Cucumber,Yellowish,6.78,56.25,29.66,Healthy
4029,Cucumber,Dark Green,8.79,48.16,21.79,Healthy
4030,Pepper,Yellowish,6.14,87.85,26.17,Severe Infection
4031,Pepper,Dark Green,8.28,81.53,30.91,Severe Infection
4032,Potato,Dark Green,8.29,66.23,31.86,Mild Infection
4033,Potato,Dark Green,1.24,55.24,38.7,Healthy
4034,Potato,Dark Green,7.22,93.4,21.9,Severe Infection
4035,Cucumber,Dark Green,9.96,65.82,27.3,Mild Infection
4036,Potato,Green,7.86,89.23,21.28,Severe Infection
4037,Potato,Yellowish,0.13,58.8,37.23,Healthy
4038,Tomato,Green,6.1,71.18,25.73,Mild Infection
4039,Pepper,Green,1.89,46.41,20.8,Healthy
4040,Potato,Dark Green,0.48,51.9,27.74,Healthy
4041,Potato,Yellowish,3.53,85.45,30.94,Mild Infection
4042,Tomato,Dark Green,4.66,52.0,38.58,Healthy
4043,Pepper,Green,8.66,40.8,23.44,Healthy
4044,Pepper,Yellowish,1.85,74.41,30.58,Healthy
4045,Cucumber,Green,5.23,73.24,34.8,Mild Infection
4046,Potato,Yellowish,4.42,76.66,19.76,Mild Infection
4047,Pepper,Yellowish,3.87,50.15,22.45,Healthy
4048,Potato,Yellowish,8.84,87.01,38.95,Severe Infection
4049,Cucumber,Yellowish,0.07,50.68,28.44,Healthy
4050,Pepper,Green,9.95,70.43,29.45,Mild Infection
4051,Tomato,Dark Green,0.98,92.79,19.07,Healthy
4052,Potato,Dark Green,6.46,50.19,29.91,Healthy
4053,Tomato,Dark Green,2.97,92.03,36.53,Healthy
4054,Tomato,Dark Green,1.23,49.34,20.79,Healthy
4055,Cucumber,Dark Green,9.9,53.52,25.88,Healthy
4056,Pepper,Green,3.82,92.19,21.14,Mild Infection
4057,Potato,Dark Green,0.55,76.98,21.74,Healthy
4058,Cucumber,Yellowish,6.53,82.13,27.1,Severe Infection
4059,Cucumber,Green,0.41,41.22,39.75,Healthy
4060,Potato,Dark Green,3.93,80.08,24.94,Mild Infection
4061,Tomato,Green,7.98,45.33,21.94,Healthy
4062,Potato,Dark Green,9.22,70.08,28.45,Mild Infection
4063,Pepper,Green,7.82,55.43,25.7,Healthy
4064,Pepper,Yellowish,8.31,53.24,37.23,Healthy
4065,Cucumber,Green,6.12,74.69,34.27,Mild Infection
4066,Cucumber,Dark Green,2.73,50.71,35.83,Healthy
4067,Cucumber,Yellowish,0.68,60.47,29.48,Healthy
4068,Potato,Green,6.52,92.65,37.58,Severe Infection
4069,Cucumber,Dark Green,9.97,62.15,29.43,Mild Infection
4070,Cucumber,Yellowish,1.59,61.78,20.93,Healthy
4071,Pepper,Dark Green,9.92,88.38,37.95,Severe Infection
4072,Tomato,Dark Green,4.84,59.55,32.72,Healthy
4073,Pepper,Dark Green,2.44,91.63,25.7,Healthy
4074,Tomato,Green,2.25,50.93,24.93,Healthy
4075,Cucumber,Yellowish,4.73,85.51,23.6,Mild Infection
4076,Cucumber,Yellowish,5.67,54.36,33.29,Healthy
4077,Pepper,Green,4.88,80.43,31.42,Mild Infection
4078,Pepper,Green,6.94,90.16,19.34,Severe Infection
4079,Potato,Green,9.08,57.55,27.14,Healthy
4080,Tomato,Dark Green,1.05,45.02,25.01,Healthy
4081,Pepper,Yellowish,0.31,71.56,19.34,Healthy
4082,Cucumber,Green,2.54,59.89,20.76,Healthy
4083,Tomato,Green,5.77,41.24,36.96,Healthy
4084,Tomato,Dark Green,6.12,74.48,35.78,Mild Infection
4085,Potato,Yellowish,1.65,54.07,25.2,Healthy
4086,Cucumber,Yellowish,5.94,61.16,27.59,Mild Infection
4087,Tomato,Dark Green,1.77,43.71,36.29,Healthy
4088,Pepper,Dark Green,5.79,82.5,33.73,Mild Infection
4089,Cucumber,Green,6.49,84.65,18.3,Severe Infection
4090,Tomato,Green,0.2,83.93,38.52,Healthy
4091,Pepper,Green,5.65,88.74,28.09,Mild Infection
4092,Potato,Yellowish,9.97,77.35,38.5,Severe Infection
4093,Potato,Green,0.49,55.8,37.35,Healthy
4094,Potato,Green,9.03,47.57,18.02,Healthy
4095,Potato,Green,3.57,51.52,27.16,Healthy
4096,Cucumber,Green,4.11,81.8,24.88,Mild Infection
4097,Pepper,Yellowish,9.35,93.71,32.2,Severe Infection
4098,Potato,Dark Green,6.92,83.0,34.85,Severe Infection
4099,Potato,Yellowish,7.29,47.19,32.78,Healthy
4100,Pepper,Dark Green,1.47,79.94,26.07,Healthy
4101,Pepper,Dark Green,3.98,57.23,31.99,Healthy
4102,Cucumber,Yellowish,8.12,68.79,38.27,Mild Infection
4103,Tomato,Yellowish,8.46,81.32,37.73,Severe Infection
4104,Tomato,Yellowish,3.39,92.6,26.29,Mild Infection
4105,Tomato,Yellowish,0.82,54.71,35.87,Healthy
4106,Cucumber,Yellowish,8.59,88.15,24.65,Severe Infection
4107,Pepper,Dark Green,6.9,82.06,21.23,Severe Infection
4108,Pepper,Dark Green,5.01,77.54,25.3,Mild Infection
4109,Cucumber,Yellowish,3.12,68.08,20.64,Mild Infection
4110,Pepper,Yellowish,9.52,87.38,21.02,Severe Infection
4111,Tomato,Dark Green,8.12,76.43,34.54,Severe Infection
4112,Cucumber,Dark Green,7.05,87.22,20.9,Severe Infection
4113,Pepper,Dark Green,1.69,53.88,37.21,Healthy
4114,Cucumber,Yellowish,8.49,79.46,28.46,Severe Infection
4115,Cucumber,Yellowish,5.49,49.26,36.4,Healthy
4116,Potato,Yellowish,6.04,79.62,29.24,Severe Infection
4117,Pepper,Green,9.34,93.97,38.51,Severe Infection
4118,Pepper,Dark Green,3.63,76.91,33.33,Mild Infection
4119,Tomato,Yellowish,3.26,73.66,24.74,Mild Infection
4120,Pepper,Dark Green,2.33,59.24,36.97,Healthy
4121,Pepper,Yellowish,1.32,74.63,37.0,Healthy
4122,Cucumber,Green,5.44,47.66,18.24,Healthy
4123,Tomato,Dark Green,3.44,60.3,25.86,Mild Infection
4124,Potato,Dark Green,5.06,64.24,37.36,Mild Infection
4125,Tomato,Green,2.5,47.61,39.62,Healthy
4126,Tomato,Green,4.15,76.47,31.1,Mild Infection
4127,Tomato,Green,8.2,83.18,22.31,Severe Infection
4128,Potato,Green,0.46,47.55,24.09,Healthy
4129,Cucumber,Green,3.12,76.34,34.42,Mild Infection
4130,Tomato,Green,3.76,54.28,18.04,Healthy
4131,Tomato,Green,0.0,63.03,22.83,Healthy
4132,Cucumber,Dark Green,1.68,86.41,34.33,Healthy
4133,Potato,Yellowish,9.29,43.72,33.93,Healthy
4134,Tomato,Green,3.49,46.55,29.27,Healthy
4135,Pepper,Yellowish,1.11,74.17,33.81,Healthy
4136,Cucumber,Dark Green,7.5,45.94,23.12,Healthy
4137,Cucumber,Green,3.41,61.55,35.65,Mild Infection
4138,Tomato,Yellowish,8.61,77.16,29.2,Severe Infection
4139,Pepper,Dark Green,4.61,40.55,35.12,Healthy
4140,Pepper,Yellowish,7.55,66.58,39.71,Mild Infection
4141,Potato,Dark Green,8.58,69.61,39.83,Mild Infection
4142,Pepper,Green,0.07,78.85,25.6,Healthy
4143,Cucumber,Dark Green,3.37,52.91,36.02,Healthy
4144,Cucumber,Yellowish,2.41,40.03,24.77,Healthy
4145,Cucumber,Yellowish,0.61,50.17,27.42,Healthy
4146,Cucumber,Yellowish,9.77,59.98,27.65,Healthy
4147,Potato,Green,8.4,80.56,29.81,Severe Infection
4148,Potato,Dark Green,3.2,56.37,24.56,Healthy
4149,Tomato,Yellowish,6.35,83.07,20.69,Severe Infection
4150,Pepper,Green,1.9,43.88,38.01,Healthy
4151,Cucumber,Green,9.55,69.95,19.71,Mild Infection
4152,Pepper,Green,8.54,87.28,21.71,Severe Infection
4153,Cucumber,Dark Green,9.35,68.15,34.93,Mild Infection
4154,Pepper,Green,1.99,85.08,37.54,Healthy
4155,Pepper,Yellowish,7.55,88.31,38.96,Severe Infection
4156,Cucumber,Yellowish,1.94,72.57,33.42,Healthy
4157,Tomato,Green,4.11,85.64,32.4,Mild Infection
4158,Tomato,Dark Green,7.93,46.5,26.83,Healthy
4159,Potato,Green,2.1,50.23,38.92,Healthy
4160,Pepper,Yellowish,1.79,59.38,18.95,Healthy
4161,Cucumber,Yellowish,7.64,92.13,21.11,Severe Infection
4162,Tomato,Yellowish,4.78,74.11,28.51,Mild Infection
4163,Pepper,Yellowish,4.5,74.57,31.93,Mild Infection
4164,Tomato,Yellowish,6.97,81.01,36.17,Severe Infection
4165,Pepper,Yellowish,6.71,85.12,30.36,Severe Infection
4166,Potato,Yellowish,6.89,74.05,36.15,Mild Infection
4167,Tomato,Dark Green,9.68,53.3,27.37,Healthy
4168,Pepper,Dark Green,5.87,71.04,38.53,Mild Infection
4169,Cucumber,Yellowish,1.93,81.76,33.68,Healthy
4170,Pepper,Dark Green,5.17,65.99,26.32,Mild Infection
4171,Tomato,Yellowish,0.72,50.96,27.07,Healthy
4172,Potato,Green,3.6,86.95,33.96,Mild Infection
4173,Tomato,Dark Green,2.07,51.12,30.0,Healthy
4174,Tomato,Green,3.97,52.74,36.68,Healthy
4175,Cucumber,Dark Green,1.11,84.68,25.54,Healthy
4176,Potato,Dark Green,5.47,51.32,34.31,Healthy
4177,Pepper,Green,1.95,70.47,29.76,Healthy
4178,Cucumber,Green,8.9,72.97,22.43,Mild Infection
4179,Tomato,Yellowish,5.83,40.21,29.04,Healthy
4180,Pepper,Yellowish,4.99,43.0,24.91,Healthy
4181,Cucumber,Green,4.87,87.99,19.92,Mild Infection
4182,Potato,Dark Green,8.29,54.4,31.73,Healthy
4183,Pepper,Dark Green,2.99,90.45,30.18,Healthy
4184,Cucumber,Green,7.96,57.17,33.95,Healthy
4185,Potato,Yellowish,6.01,94.22,35.41,Severe Infection
4186,Potato,Dark Green,7.45,69.95,18.9,Mild Infection
4187,Tomato,Green,3.87,41.1,19.38,Healthy
4188,Cucumber,Green,4.8,65.53,31.62,Mild Infection
4189,Pepper,Green,5.96,52.05,20.48,Healthy
4190,Tomato,Dark Green,1.06,41.48,26.37,Healthy
4191,Cucumber,Green,8.06,61.77,31.49,Mild Infection
4192,Tomato,Dark Green,2.52,68.88,33.56,Healthy
4193,Potato,Dark Green,0.54,68.1,27.43,Healthy
4194,Potato,Green,3.88,59.69,25.34,Healthy
4195,Cucumber,Dark Green,6.0,48.42,34.02,Healthy
4196,Cucumber,Dark Green,3.09,87.06,27.2,Mild Infection
4197,Cucumber,Green,1.78,68.36,28.94,Healthy
4198,Potato,Yellowish,1.92,73.78,25.17,Healthy
4199,Cucumber,Yellowish,0.88,58.7,37.13,Healthy
4200,Cucumber,Yellowish,4.3,86.62,22.0,Mild Infection
4201,Potato,Green,6.35,78.86,29.78,Severe Infection
4202,Tomato,Dark Green,3.22,51.65,18.91,Healthy
4203,Pepper,Dark Green,4.35,87.19,32.67,Mild Infection
4204,Potato,Yellowish,5.28,79.56,38.46,Mild Infection
4205,Potato,Dark Green,1.21,42.91,33.97,Healthy
4206,Potato,Yellowish,6.01,69.29,30.42,Mild Infection
4207,Tomato,Dark Green,9.7,60.89,31.58,Mild Infection
4208,Tomato,Yellowish,5.92,90.74,34.77,Mild Infection
4209,Cucumber,Green,6.02,76.67,31.71,Severe Infection
4210,Tomato,Dark Green,5.19,69.08,25.36,Mild Infection
4211,Potato,Green,0.85,84.28,22.09,Healthy
4212,Cucumber,Green,2.77,76.21,27.63,Healthy
4213,Tomato,Dark Green,3.88,43.83,37.65,Healthy
4214,Tomato,Green,8.62,79.86,36.4,Severe Infection
4215,Potato,Dark Green,5.53,90.63,18.26,Mild Infection
4216,Potato,Dark Green,9.72,66.68,19.88,Mild Infection
4217,Cucumber,Dark Green,4.83,73.78,23.21,Mild Infection
4218,Pepper,Dark Green,8.37,44.12,20.34,Healthy
4219,Cucumber,Dark Green,7.69,50.72,29.11,Healthy
4220,Cucumber,Dark Green,0.36,71.72,20.62,Healthy
4221,Cucumber,Dark Green,5.48,61.06,33.82,Mild Infection
4222,Tomato,Green,3.93,53.8,20.21,Healthy
4223,Cucumber,Yellowish,6.54,87.34,25.62,Severe Infection
4224,Potato,Green,4.04,88.66,23.09,Mild Infection
4225,Tomato,Yellowish,5.17,87.77,30.42,Mild Infection
4226,Tomato,Green,4.56,55.69,31.88,Healthy
4227,Pepper,Dark Green,3.18,81.68,24.2,Mild Infection
4228,Cucumber,Dark Green,9.13,43.09,28.68,Healthy
4229,Tomato,Dark Green,3.43,70.05,23.49,Mild Infection
4230,Potato,Yellowish,9.06,45.63,34.54,Healthy
4231,Cucumber,Dark Green,0.8,60.73,31.27,Healthy
4232,Tomato,Yellowish,1.26,91.29,30.66,Healthy
4233,Cucumber,Dark Green,8.8,82.15,26.94,Severe Infection
4234,Tomato,Yellowish,1.31,89.46,31.72,Healthy
4235,Potato,Yellowish,7.6,51.1,37.99,Healthy
4236,Cucumber,Yellowish,7.56,56.55,22.05,Healthy
4237,Tomato,Yellowish,9.96,78.27,38.77,Severe Infection
4238,Tomato,Green,2.09,48.14,39.66,Healthy
4239,Pepper,Yellowish,4.26,51.19,34.92,Healthy
4240,Cucumber,Yellowish,4.46,41.16,18.76,Healthy
4241,Tomato,Green,9.13,44.77,29.84,Healthy
4242,Potato,Yellowish,7.51,47.35,38.58,Healthy
4243,Potato,Green,9.38,77.21,25.99,Severe Infection
4244,Cucumber,Green,7.65,58.27,33.42,Healthy
4245,Cucumber,Yellowish,7.39,51.26,35.56,Healthy
4246,Tomato,Green,3.04,61.3,24.22,Mild Infection
4247,Cucumber,Yellowish,9.77,75.35,33.79,Severe Infection
4248,Cucumber,Dark Green,8.7,84.1,27.56,Severe Infection
4249,Potato,Yellowish,3.26,92.12,22.81,Mild Infection
4250,Tomato,Dark Green,4.45,61.66,31.38,Mild Infection
4251,Pepper,Dark Green,2.89,90.84,23.07,Healthy
4252,Tomato,Yellowish,9.54,76.51,20.6,Severe Infection
4253,Cucumber,Yellowish,0.17,71.75,32.83,Healthy
4254,Potato,Dark Green,2.82,83.76,19.7,Healthy
4255,Cucumber,Yellowish,1.31,54.1,38.55,Healthy
4256,Potato,Yellowish,3.11,67.94,34.51,Mild Infection
4257,Pepper,Dark Green,3.6,87.13,28.27,Mild Infection
4258,Tomato,Yellowish,9.39,79.45,27.76,Severe Infection
4259,Potato,Dark Green,0.83,93.17,33.34,Healthy
4260,Tomato,Dark Green,5.5,66.43,19.51,Mild Infection
4261,Cucumber,Yellowish,1.58,88.07,22.86,Healthy
4262,Cucumber,Yellowish,4.02,85.25,24.85,Mild Infection
4263,Tomato,Dark Green,6.15,86.17,32.32,Severe Infection
4264,Potato,Dark Green,9.73,68.23,33.74,Mild Infection
4265,Cucumber,Yellowish,3.76,40.52,19.66,Healthy
4266,Potato,Green,3.29,40.39,28.05,Healthy
4267,Pepper,Green,3.52,64.76,23.6,Mild Infection
4268,Cucumber,Yellowish,9.61,68.69,20.74,Mild Infection
4269,Potato,Green,0.47,82.12,19.74,Healthy
4270,Potato,Green,9.36,50.38,27.12,Healthy
4271,Pepper,Yellowish,1.12,55.96,30.36,Healthy
4272,Cucumber,Green,9.87,71.26,35.42,Mild Infection
4273,Cucumber,Dark Green,7.85,68.03,38.0,Mild Infection
4274,Pepper,Green,9.31,92.0,19.26,Severe Infection
4275,Cucumber,Dark Green,1.43,55.33,39.1,Healthy
4276,Potato,Yellowish,4.05,55.54,24.14,Healthy
4277,Tomato,Green,0.83,43.02,30.73,Healthy
4278,Pepper,Green,2.59,64.18,29.23,Healthy
4279,Cucumber,Green,7.13,87.83,28.39,Severe Infection
4280,Potato,Yellowish,7.94,54.23,25.64,Healthy
4281,Tomato,Dark Green,5.7,91.57,32.95,Mild Infection
4282,Potato,Dark Green,0.24,91.83,35.34,Healthy
4283,Potato,Yellowish,2.13,77.86,34.47,Healthy
4284,Potato,Green,8.83,92.57,23.21,Severe Infection
4285,Cucumber,Green,0.58,43.06,20.84,Healthy
4286,Cucumber,Green,6.95,52.5,29.96,Healthy
4287,Potato,Dark Green,3.71,94.47,31.45,Mild Infection
4288,Cucumber,Yellowish,3.47,49.38,26.46,Healthy
4289,Cucumber,Green,7.94,83.0,28.65,Severe Infection
4290,Potato,Yellowish,2.38,58.81,35.82,Healthy
4291,Tomato,Green,0.09,67.75,23.74,Healthy
4292,Potato,Yellowish,9.67,68.11,27.8,Mild Infection
4293,Pepper,Dark Green,2.44,75.99,37.2,Healthy
4294,Cucumber,Dark Green,3.89,90.92,32.52,Mild Infection
4295,Cucumber,Dark Green,7.18,54.44,30.79,Healthy
4296,Cucumber,Yellowish,5.14,72.98,30.11,Mild Infection
4297,Potato,Yellowish,3.21,93.16,27.76,Mild Infection
4298,Pepper,Dark Green,7.36,77.83,24.02,Severe Infection
4299,Potato,Yellowish,3.53,42.71,26.5,Healthy
4300,Tomato,Yellowish,1.92,67.01,25.06,Healthy
4301,Potato,Yellowish,5.77,62.61,27.78,Mild Infection
4302,Potato,Green,7.16,53.29,32.99,Healthy
4303,Cucumber,Yellowish,0.64,44.87,32.89,Healthy
4304,Potato,Green,8.42,80.68,22.64,Severe Infection
4305,Potato,Dark Green,2.18,86.41,28.13,Healthy
4306,Potato,Dark Green,1.99,92.43,19.6,Healthy
4307,Cucumber,Green,1.26,74.11,29.99,Healthy
4308,Pepper,Green,7.22,54.91,34.73,Healthy
4309,Tomato,Yellowish,8.66,68.0,21.07,Mild Infection
4310,Cucumber,Yellowish,3.03,63.01,27.78,Mild Infection
4311,Cucumber,Dark Green,4.32,59.73,23.89,Healthy
4312,Tomato,Dark Green,6.87,86.47,25.91,Severe Infection
4313,Cucumber,Green,0.1,43.35,33.43,Healthy
4314,Cucumber,Dark Green,7.66,58.12,33.25,Healthy
4315,Pepper,Yellowish,4.46,84.64,24.47,Mild Infection
4316,Cucumber,Green,2.25,78.11,39.72,Healthy
4317,Tomato,Green,1.56,73.53,38.13,Healthy
4318,Cucumber,Dark Green,4.74,71.25,24.04,Mild Infection
4319,Tomato,Dark Green,5.69,71.86,37.56,Mild Infection
4320,Potato,Dark Green,4.49,64.45,18.6,Mild Infection
4321,Tomato,Dark Green,6.52,91.13,20.74,Severe Infection
4322,Potato,Dark Green,2.98,64.54,30.19,Healthy
4323,Tomato,Yellowish,6.21,49.0,24.69,Healthy
4324,Potato,Dark Green,4.39,89.49,31.82,Mild Infection
4325,Tomato,Green,2.66,67.48,34.83,Healthy
4326,Potato,Yellowish,0.85,53.85,36.12,Healthy
4327,Tomato,Dark Green,2.65,67.46,24.52,Healthy
4328,Pepper,Dark Green,5.85,52.12,20.27,Healthy
4329,Potato,Dark Green,1.07,69.05,28.28,Healthy
4330,Pepper,Green,6.43,47.1,34.33,Healthy
4331,Potato,Dark Green,4.45,74.18,22.84,Mild Infection
4332,Pepper,Green,8.21,47.34,26.51,Healthy
4333,Tomato,Yellowish,5.72,64.97,29.15,Mild Infection
4334,Cucumber,Green,4.37,87.2,21.75,Mild Infection
4335,Potato,Yellowish,6.54,83.4,31.26,Severe Infection
4336,Potato,Dark Green,4.08,44.12,22.91,Healthy
4337,Potato,Dark Green,6.81,41.19,20.02,Healthy
4338,Pepper,Green,2.55,68.28,29.86,Healthy
4339,Tomato,Green,2.13,81.35,30.94,Healthy
4340,Potato,Dark Green,8.25,43.53,31.04,Healthy
4341,Tomato,Dark Green,9.47,65.5,35.25,Mild Infection
4342,Potato,Dark Green,9.14,91.23,25.44,Severe Infection
4343,Pepper,Dark Green,7.5,76.4,35.97,Severe Infection
4344,Potato,Dark Green,3.43,56.88,19.26,Healthy
4345,Pepper,Yellowish,1.4,45.64,18.26,Healthy
4346,Pepper,Yellowish,4.94,93.5,39.63,Mild Infection
4347,Potato,Dark Green,5.73,80.53,29.02,Mild Infection
4348,Potato,Dark Green,4.46,91.57,25.74,Mild Infection
4349,Pepper,Dark Green,8.21,45.6,38.04,Healthy
4350,Cucumber,Dark Green,5.27,73.32,31.9,Mild Infection
4351,Tomato,Yellowish,7.27,77.61,34.57,Severe Infection
